#    L    TT             EE             BB             TE          
   835   0.250457E+04   0.124699E+02   0.935574E-01  -0.290230E+02
   836   0.250043E+04   0.124770E+02   0.936392E-01  -0.271900E+02
   837   0.249603E+04   0.124901E+02   0.937195E-01  -0.253582E+02
   838   0.249149E+04   0.125090E+02   0.937984E-01  -0.235306E+02
   839   0.248674E+04   0.125336E+02   0.938757E-01  -0.217082E+02
   840   0.248185E+04   0.125643E+02   0.939515E-01  -0.198960E+02
   841   0.247672E+04   0.126013E+02   0.940257E-01  -0.180906E+02
   842   0.247143E+04   0.126443E+02   0.940984E-01  -0.162916E+02
   843   0.246592E+04   0.126928E+02   0.941695E-01  -0.144982E+02
   844   0.246030E+04   0.127472E+02   0.942390E-01  -0.127161E+02
   845   0.245445E+04   0.128076E+02   0.943069E-01  -0.109454E+02
   846   0.244844E+04   0.128742E+02   0.943732E-01  -0.918575E+01
   847   0.244221E+04   0.129466E+02   0.944379E-01  -0.743435E+01
   848   0.243585E+04   0.130246E+02   0.945010E-01  -0.569325E+01
   849   0.242930E+04   0.131082E+02   0.945624E-01  -0.396587E+01
   850   0.242262E+04   0.131978E+02   0.946222E-01  -0.225388E+01
   851   0.241571E+04   0.132934E+02   0.946803E-01  -0.555130E+00
   852   0.240865E+04   0.133947E+02   0.947367E-01   0.113212E+01
   853   0.240141E+04   0.135013E+02   0.947915E-01   0.280595E+01
   854   0.239406E+04   0.136134E+02   0.948446E-01   0.446285E+01
   855   0.238651E+04   0.137313E+02   0.948961E-01   0.610139E+01
   856   0.237882E+04   0.138551E+02   0.949458E-01   0.772402E+01
   857   0.237097E+04   0.139843E+02   0.949939E-01   0.933227E+01
   858   0.236292E+04   0.141185E+02   0.950402E-01   0.109240E+02
   859   0.235479E+04   0.142580E+02   0.950849E-01   0.124962E+02
   860   0.234646E+04   0.144031E+02   0.951279E-01   0.140470E+02
   861   0.233802E+04   0.145538E+02   0.951692E-01   0.155793E+02
   862   0.232937E+04   0.147096E+02   0.952088E-01   0.170940E+02
   863   0.232063E+04   0.148702E+02   0.952466E-01   0.185904E+02
   864   0.231173E+04   0.150358E+02   0.952828E-01   0.200638E+02
   865   0.230274E+04   0.152066E+02   0.953173E-01   0.215143E+02
   866   0.229355E+04   0.153827E+02   0.953501E-01   0.229422E+02
   867   0.228426E+04   0.155637E+02   0.953813E-01   0.243511E+02
   868   0.227480E+04   0.157491E+02   0.954107E-01   0.257382E+02
   869   0.226528E+04   0.159390E+02   0.954385E-01   0.271018E+02
   870   0.225560E+04   0.161338E+02   0.954645E-01   0.284382E+02
   871   0.224583E+04   0.163336E+02   0.954889E-01   0.297511E+02
   872   0.223588E+04   0.165379E+02   0.955117E-01   0.310406E+02
   873   0.222586E+04   0.167463E+02   0.955328E-01   0.323084E+02
   874   0.221570E+04   0.169587E+02   0.955522E-01   0.335491E+02
   875   0.220549E+04   0.171755E+02   0.955700E-01   0.347627E+02
   876   0.219512E+04   0.173968E+02   0.955861E-01   0.359478E+02
   877   0.218466E+04   0.176224E+02   0.956006E-01   0.371094E+02
   878   0.217407E+04   0.178517E+02   0.956135E-01   0.382452E+02
   879   0.216344E+04   0.180845E+02   0.956248E-01   0.393555E+02
   880   0.215268E+04   0.183211E+02   0.956344E-01   0.404345E+02
   881   0.214187E+04   0.185618E+02   0.956425E-01   0.414853E+02
   882   0.213092E+04   0.188063E+02   0.956490E-01   0.425072E+02
   883   0.211991E+04   0.190542E+02   0.956539E-01   0.435048E+02
   884   0.210880E+04   0.193051E+02   0.956572E-01   0.444732E+02
   885   0.209766E+04   0.195592E+02   0.956590E-01   0.454126E+02
   886   0.208642E+04   0.198166E+02   0.956593E-01   0.463187E+02
   887   0.207513E+04   0.200776E+02   0.956580E-01   0.471965E+02
   888   0.206372E+04   0.203415E+02   0.956552E-01   0.480451E+02
   889   0.205229E+04   0.206081E+02   0.956509E-01   0.488675E+02
   890   0.204077E+04   0.208770E+02   0.956451E-01   0.496574E+02
   891   0.202924E+04   0.211487E+02   0.956379E-01   0.504162E+02
   892   0.201763E+04   0.214233E+02   0.956292E-01   0.511412E+02
   893   0.200597E+04   0.217006E+02   0.956191E-01   0.518380E+02
   894   0.199424E+04   0.219800E+02   0.956076E-01   0.525047E+02
   895   0.198249E+04   0.222613E+02   0.955946E-01   0.531429E+02
   896   0.197070E+04   0.225444E+02   0.955803E-01   0.537466E+02
   897   0.195889E+04   0.228298E+02   0.955647E-01   0.543181E+02
   898   0.194705E+04   0.231176E+02   0.955477E-01   0.548583E+02
   899   0.193513E+04   0.234069E+02   0.955294E-01   0.553657E+02
   900   0.192322E+04   0.236978E+02   0.955098E-01   0.558466E+02
   901   0.191125E+04   0.239896E+02   0.954889E-01   0.562927E+02
   902   0.189932E+04   0.242830E+02   0.954668E-01   0.567079E+02
   903   0.188733E+04   0.245778E+02   0.954434E-01   0.570861E+02
   904   0.187536E+04   0.248743E+02   0.954188E-01   0.574357E+02
   905   0.186332E+04   0.251715E+02   0.953930E-01   0.577526E+02
   906   0.185132E+04   0.254696E+02   0.953661E-01   0.580423E+02
   907   0.183929E+04   0.257678E+02   0.953380E-01   0.582963E+02
   908   0.182731E+04   0.260671E+02   0.953088E-01   0.585190E+02
   909   0.181529E+04   0.263670E+02   0.952785E-01   0.587052E+02
   910   0.180330E+04   0.266680E+02   0.952472E-01   0.588635E+02
   911   0.179128E+04   0.269687E+02   0.952147E-01   0.589891E+02
   912   0.177931E+04   0.272696E+02   0.951813E-01   0.590874E+02
   913   0.176734E+04   0.275700E+02   0.951468E-01   0.591500E+02
   914   0.175543E+04   0.278708E+02   0.951114E-01   0.591817E+02
   915   0.174350E+04   0.281715E+02   0.950750E-01   0.591775E+02
   916   0.173162E+04   0.284725E+02   0.950377E-01   0.591460E+02
   917   0.171973E+04   0.287725E+02   0.949995E-01   0.590824E+02
   918   0.170791E+04   0.290719E+02   0.949604E-01   0.589919E+02
   919   0.169611E+04   0.293700E+02   0.949204E-01   0.588664E+02
   920   0.168438E+04   0.296679E+02   0.948797E-01   0.587107E+02
   921   0.167267E+04   0.299648E+02   0.948381E-01   0.585201E+02
   922   0.166101E+04   0.302614E+02   0.947957E-01   0.583027E+02
   923   0.164936E+04   0.305563E+02   0.947526E-01   0.580543E+02
   924   0.163780E+04   0.308499E+02   0.947088E-01   0.577800E+02
   925   0.162628E+04   0.311415E+02   0.946643E-01   0.574723E+02
   926   0.161485E+04   0.314320E+02   0.946191E-01   0.571355E+02
   927   0.160345E+04   0.317209E+02   0.945733E-01   0.567650E+02
   928   0.159212E+04   0.320087E+02   0.945268E-01   0.563684E+02
   929   0.158083E+04   0.322943E+02   0.944798E-01   0.559423E+02
   930   0.156964E+04   0.325779E+02   0.944323E-01   0.554920E+02
   931   0.155850E+04   0.328586E+02   0.943842E-01   0.550104E+02
   932   0.154746E+04   0.331376E+02   0.943356E-01   0.545016E+02
   933   0.153648E+04   0.334142E+02   0.942866E-01   0.539604E+02
   934   0.152559E+04   0.336892E+02   0.942371E-01   0.533942E+02
   935   0.151476E+04   0.339612E+02   0.941872E-01   0.528000E+02
   936   0.150402E+04   0.342309E+02   0.941369E-01   0.521835E+02
   937   0.149336E+04   0.344969E+02   0.940863E-01   0.515388E+02
   938   0.148281E+04   0.347604E+02   0.940353E-01   0.508689E+02
   939   0.147236E+04   0.350212E+02   0.939841E-01   0.501722E+02
   940   0.146198E+04   0.352787E+02   0.939326E-01   0.494453E+02
   941   0.145171E+04   0.355340E+02   0.938809E-01   0.486979E+02
   942   0.144151E+04   0.357852E+02   0.938289E-01   0.479242E+02
   943   0.143143E+04   0.360334E+02   0.937768E-01   0.471315E+02
   944   0.142144E+04   0.362771E+02   0.937245E-01   0.463114E+02
   945   0.141159E+04   0.365180E+02   0.936720E-01   0.454697E+02
   946   0.140182E+04   0.367547E+02   0.936195E-01   0.445997E+02
   947   0.139218E+04   0.369888E+02   0.935669E-01   0.437101E+02
   948   0.138262E+04   0.372185E+02   0.935143E-01   0.427962E+02
   949   0.137318E+04   0.374449E+02   0.934616E-01   0.418660E+02
   950   0.136385E+04   0.376661E+02   0.934089E-01   0.409124E+02
   951   0.135465E+04   0.378836E+02   0.933563E-01   0.399409E+02
   952   0.134557E+04   0.380962E+02   0.933037E-01   0.389442E+02
   953   0.133662E+04   0.383057E+02   0.932513E-01   0.379291E+02
   954   0.132777E+04   0.385104E+02   0.931989E-01   0.368913E+02
   955   0.131905E+04   0.387116E+02   0.931466E-01   0.358390E+02
   956   0.131044E+04   0.389074E+02   0.930946E-01   0.347672E+02
   957   0.130197E+04   0.390989E+02   0.930427E-01   0.336816E+02
   958   0.129362E+04   0.392847E+02   0.929910E-01   0.325753E+02
   959   0.128542E+04   0.394666E+02   0.929396E-01   0.314534E+02
   960   0.127734E+04   0.396432E+02   0.928884E-01   0.303108E+02
   961   0.126940E+04   0.398161E+02   0.928375E-01   0.291546E+02
   962   0.126157E+04   0.399835E+02   0.927870E-01   0.279815E+02
   963   0.125388E+04   0.401466E+02   0.927368E-01   0.267980E+02
   964   0.124632E+04   0.403035E+02   0.926869E-01   0.255990E+02
   965   0.123891E+04   0.404557E+02   0.926375E-01   0.243888E+02
   966   0.123163E+04   0.406019E+02   0.925884E-01   0.231618E+02
   967   0.122451E+04   0.407439E+02   0.925398E-01   0.219229E+02
   968   0.121750E+04   0.408801E+02   0.924917E-01   0.206687E+02
   969   0.121065E+04   0.410122E+02   0.924440E-01   0.194055E+02
   970   0.120391E+04   0.411381E+02   0.923969E-01   0.181306E+02
   971   0.119732E+04   0.412591E+02   0.923503E-01   0.168489E+02
   972   0.119088E+04   0.413734E+02   0.923042E-01   0.155561E+02
   973   0.118458E+04   0.414828E+02   0.922587E-01   0.142554E+02
   974   0.117843E+04   0.415859E+02   0.922138E-01   0.129425E+02
   975   0.117243E+04   0.416844E+02   0.921695E-01   0.116220E+02
   976   0.116656E+04   0.417769E+02   0.921259E-01   0.102913E+02
   977   0.116083E+04   0.418648E+02   0.920829E-01   0.895598E+01
   978   0.115524E+04   0.419462E+02   0.920405E-01   0.761377E+01
   979   0.114980E+04   0.420224E+02   0.919989E-01   0.626867E+01
   980   0.114450E+04   0.420917E+02   0.919579E-01   0.491709E+01
   981   0.113935E+04   0.421558E+02   0.919177E-01   0.356173E+01
   982   0.113435E+04   0.422142E+02   0.918782E-01   0.220083E+01
   983   0.112950E+04   0.422662E+02   0.918395E-01   0.833262E+00
   984   0.112479E+04   0.423137E+02   0.918015E-01  -0.536511E+00
   985   0.112021E+04   0.423546E+02   0.917643E-01  -0.190997E+01
   986   0.111578E+04   0.423907E+02   0.917279E-01  -0.328284E+01
   987   0.111149E+04   0.424197E+02   0.916924E-01  -0.465751E+01
   988   0.110735E+04   0.424436E+02   0.916576E-01  -0.603043E+01
   989   0.110335E+04   0.424603E+02   0.916237E-01  -0.740560E+01
   990   0.109950E+04   0.424722E+02   0.915907E-01  -0.877978E+01
   991   0.109580E+04   0.424773E+02   0.915585E-01  -0.101561E+02
   992   0.109224E+04   0.424779E+02   0.915272E-01  -0.115305E+02
   993   0.108881E+04   0.424720E+02   0.914969E-01  -0.129048E+02
   994   0.108552E+04   0.424614E+02   0.914674E-01  -0.142745E+02
   995   0.108237E+04   0.424439E+02   0.914388E-01  -0.156416E+02
   996   0.107936E+04   0.424215E+02   0.914112E-01  -0.170029E+02
   997   0.107649E+04   0.423918E+02   0.913845E-01  -0.183608E+02
   998   0.107376E+04   0.423572E+02   0.913587E-01  -0.197131E+02
   999   0.107117E+04   0.423157E+02   0.913339E-01  -0.210624E+02
  1000   0.106872E+04   0.422696E+02   0.913101E-01  -0.224061E+02
  1001   0.106641E+04   0.422171E+02   0.912872E-01  -0.237457E+02
  1002   0.106422E+04   0.421602E+02   0.912654E-01  -0.250779E+02
  1003   0.106217E+04   0.420968E+02   0.912445E-01  -0.264037E+02
  1004   0.106024E+04   0.420289E+02   0.912246E-01  -0.277201E+02
  1005   0.105845E+04   0.419541E+02   0.912058E-01  -0.290282E+02
  1006   0.105678E+04   0.418746E+02   0.911879E-01  -0.303262E+02
  1007   0.105525E+04   0.417882E+02   0.911711E-01  -0.316157E+02
  1008   0.105385E+04   0.416972E+02   0.911552E-01  -0.328952E+02
  1009   0.105257E+04   0.415998E+02   0.911404E-01  -0.341661E+02
  1010   0.105142E+04   0.414980E+02   0.911266E-01  -0.354268E+02
  1011   0.105040E+04   0.413903E+02   0.911139E-01  -0.366778E+02
  1012   0.104949E+04   0.412785E+02   0.911021E-01  -0.379171E+02
  1013   0.104870E+04   0.411607E+02   0.910914E-01  -0.391448E+02
  1014   0.104803E+04   0.410386E+02   0.910817E-01  -0.403591E+02
  1015   0.104748E+04   0.409105E+02   0.910731E-01  -0.415603E+02
  1016   0.104704E+04   0.407779E+02   0.910655E-01  -0.427473E+02
  1017   0.104671E+04   0.406392E+02   0.910589E-01  -0.439205E+02
  1018   0.104651E+04   0.404962E+02   0.910533E-01  -0.450795E+02
  1019   0.104641E+04   0.403473E+02   0.910487E-01  -0.462246E+02
  1020   0.104642E+04   0.401944E+02   0.910452E-01  -0.473552E+02
  1021   0.104655E+04   0.400361E+02   0.910427E-01  -0.484715E+02
  1022   0.104678E+04   0.398740E+02   0.910412E-01  -0.495725E+02
  1023   0.104711E+04   0.397068E+02   0.910406E-01  -0.506579E+02
  1024   0.104754E+04   0.395360E+02   0.910411E-01  -0.517270E+02
  1025   0.104808E+04   0.393609E+02   0.910426E-01  -0.527793E+02
  1026   0.104870E+04   0.391803E+02   0.910451E-01  -0.538135E+02
  1027   0.104943E+04   0.389963E+02   0.910486E-01  -0.548303E+02
  1028   0.105025E+04   0.388069E+02   0.910531E-01  -0.558284E+02
  1029   0.105116E+04   0.386141E+02   0.910585E-01  -0.568087E+02
  1030   0.105216E+04   0.384160E+02   0.910649E-01  -0.577699E+02
  1031   0.105325E+04   0.382148E+02   0.910723E-01  -0.587133E+02
  1032   0.105443E+04   0.380086E+02   0.910807E-01  -0.596372E+02
  1033   0.105570E+04   0.377996E+02   0.910899E-01  -0.605431E+02
  1034   0.105704E+04   0.375859E+02   0.911001E-01  -0.614289E+02
  1035   0.105847E+04   0.373697E+02   0.911113E-01  -0.622962E+02
  1036   0.105998E+04   0.371491E+02   0.911234E-01  -0.631428E+02
  1037   0.106156E+04   0.369261E+02   0.911363E-01  -0.639700E+02
  1038   0.106321E+04   0.366988E+02   0.911502E-01  -0.647758E+02
  1039   0.106494E+04   0.364693E+02   0.911650E-01  -0.655615E+02
  1040   0.106673E+04   0.362356E+02   0.911806E-01  -0.663251E+02
  1041   0.106859E+04   0.359997E+02   0.911971E-01  -0.670681E+02
  1042   0.107051E+04   0.357598E+02   0.912144E-01  -0.677885E+02
  1043   0.107250E+04   0.355178E+02   0.912326E-01  -0.684880E+02
  1044   0.107454E+04   0.352719E+02   0.912516E-01  -0.691646E+02
  1045   0.107665E+04   0.350241E+02   0.912714E-01  -0.698201E+02
  1046   0.107881E+04   0.347727E+02   0.912920E-01  -0.704525E+02
  1047   0.108103E+04   0.345197E+02   0.913134E-01  -0.710636E+02
  1048   0.108329E+04   0.342632E+02   0.913355E-01  -0.716512E+02
  1049   0.108561E+04   0.340053E+02   0.913584E-01  -0.722174E+02
  1050   0.108797E+04   0.337444E+02   0.913820E-01  -0.727599E+02
  1051   0.109038E+04   0.334821E+02   0.914063E-01  -0.732809E+02
  1052   0.109283E+04   0.332171E+02   0.914313E-01  -0.737778E+02
  1053   0.109532E+04   0.329510E+02   0.914570E-01  -0.742529E+02
  1054   0.109785E+04   0.326824E+02   0.914833E-01  -0.747038E+02
  1055   0.110042E+04   0.324129E+02   0.915103E-01  -0.751327E+02
  1056   0.110301E+04   0.321411E+02   0.915379E-01  -0.755373E+02
  1057   0.110564E+04   0.318685E+02   0.915661E-01  -0.759197E+02
  1058   0.110830E+04   0.315939E+02   0.915949E-01  -0.762776E+02
  1059   0.111098E+04   0.313187E+02   0.916243E-01  -0.766133E+02
  1060   0.111369E+04   0.310417E+02   0.916542E-01  -0.769244E+02
  1061   0.111642E+04   0.307643E+02   0.916846E-01  -0.772134E+02
  1062   0.111916E+04   0.304852E+02   0.917156E-01  -0.774776E+02
  1063   0.112193E+04   0.302060E+02   0.917470E-01  -0.777198E+02
  1064   0.112471E+04   0.299255E+02   0.917790E-01  -0.779373E+02
  1065   0.112750E+04   0.296449E+02   0.918113E-01  -0.781327E+02
  1066   0.113030E+04   0.293632E+02   0.918441E-01  -0.783035E+02
  1067   0.113312E+04   0.290816E+02   0.918773E-01  -0.784523E+02
  1068   0.113593E+04   0.287992E+02   0.919109E-01  -0.785766E+02
  1069   0.113876E+04   0.285172E+02   0.919449E-01  -0.786790E+02
  1070   0.114158E+04   0.282352E+02   0.919792E-01  -0.787587E+02
  1071   0.114440E+04   0.279524E+02   0.920139E-01  -0.788134E+02
  1072   0.114723E+04   0.276705E+02   0.920488E-01  -0.788472E+02
  1073   0.115004E+04   0.273882E+02   0.920841E-01  -0.788562E+02
  1074   0.115285E+04   0.271068E+02   0.921196E-01  -0.788444E+02
  1075   0.115565E+04   0.268253E+02   0.921553E-01  -0.788082E+02
  1076   0.115844E+04   0.265450E+02   0.921913E-01  -0.787514E+02
  1077   0.116121E+04   0.262647E+02   0.922275E-01  -0.786704E+02
  1078   0.116397E+04   0.259858E+02   0.922638E-01  -0.785691E+02
  1079   0.116671E+04   0.257071E+02   0.923003E-01  -0.784440E+02
  1080   0.116944E+04   0.254300E+02   0.923369E-01  -0.782989E+02
  1081   0.117214E+04   0.251535E+02   0.923736E-01  -0.781302E+02
  1082   0.117482E+04   0.248786E+02   0.924104E-01  -0.779420E+02
  1083   0.117747E+04   0.246045E+02   0.924473E-01  -0.777306E+02
  1084   0.118011E+04   0.243323E+02   0.924842E-01  -0.775000E+02
  1085   0.118270E+04   0.240611E+02   0.925210E-01  -0.772466E+02
  1086   0.118528E+04   0.237920E+02   0.925579E-01  -0.769745E+02
  1087   0.118781E+04   0.235240E+02   0.925948E-01  -0.766801E+02
  1088   0.119032E+04   0.232583E+02   0.926315E-01  -0.763672E+02
  1089   0.119278E+04   0.229941E+02   0.926682E-01  -0.760327E+02
  1090   0.119521E+04   0.227321E+02   0.927048E-01  -0.756802E+02
  1091   0.119760E+04   0.224719E+02   0.927413E-01  -0.753064E+02
  1092   0.119996E+04   0.222142E+02   0.927776E-01  -0.749152E+02
  1093   0.120226E+04   0.219584E+02   0.928138E-01  -0.745033E+02
  1094   0.120453E+04   0.217053E+02   0.928497E-01  -0.740745E+02
  1095   0.120674E+04   0.214542E+02   0.928854E-01  -0.736255E+02
  1096   0.120892E+04   0.212060E+02   0.929209E-01  -0.731602E+02
  1097   0.121103E+04   0.209601E+02   0.929561E-01  -0.726753E+02
  1098   0.121311E+04   0.207172E+02   0.929911E-01  -0.721747E+02
  1099   0.121512E+04   0.204767E+02   0.930257E-01  -0.716551E+02
  1100   0.121709E+04   0.202394E+02   0.930600E-01  -0.711203E+02
  1101   0.121900E+04   0.200047E+02   0.930940E-01  -0.705672E+02
  1102   0.122086E+04   0.197733E+02   0.931276E-01  -0.699996E+02
  1103   0.122265E+04   0.195447E+02   0.931608E-01  -0.694143E+02
  1104   0.122439E+04   0.193196E+02   0.931936E-01  -0.688151E+02
  1105   0.122607E+04   0.190974E+02   0.932259E-01  -0.681990E+02
  1106   0.122769E+04   0.188788E+02   0.932578E-01  -0.675696E+02
  1107   0.122924E+04   0.186633E+02   0.932893E-01  -0.669241E+02
  1108   0.123073E+04   0.184516E+02   0.933202E-01  -0.662659E+02
  1109   0.123215E+04   0.182431E+02   0.933506E-01  -0.655924E+02
  1110   0.123352E+04   0.180384E+02   0.933805E-01  -0.649069E+02
  1111   0.123481E+04   0.178372E+02   0.934098E-01  -0.642068E+02
  1112   0.123604E+04   0.176399E+02   0.934385E-01  -0.634954E+02
  1113   0.123720E+04   0.174462E+02   0.934667E-01  -0.627703E+02
  1114   0.123829E+04   0.172566E+02   0.934942E-01  -0.620345E+02
  1115   0.123930E+04   0.170706E+02   0.935211E-01  -0.612859E+02
  1116   0.124026E+04   0.168888E+02   0.935473E-01  -0.605273E+02
  1117   0.124114E+04   0.167111E+02   0.935729E-01  -0.597581E+02
  1118   0.124193E+04   0.165371E+02   0.935977E-01  -0.589768E+02
  1119   0.124267E+04   0.163676E+02   0.936219E-01  -0.581871E+02
  1120   0.124332E+04   0.162019E+02   0.936453E-01  -0.573862E+02
  1121   0.124391E+04   0.160407E+02   0.936679E-01  -0.565777E+02
  1122   0.124441E+04   0.158836E+02   0.936898E-01  -0.557587E+02
  1123   0.124485E+04   0.157310E+02   0.937109E-01  -0.549329E+02
  1124   0.124519E+04   0.155825E+02   0.937312E-01  -0.540976E+02
  1125   0.124548E+04   0.154386E+02   0.937507E-01  -0.532560E+02
  1126   0.124567E+04   0.152990E+02   0.937694E-01  -0.524059E+02
  1127   0.124580E+04   0.151640E+02   0.937872E-01  -0.515504E+02
  1128   0.124583E+04   0.150333E+02   0.938041E-01  -0.506872E+02
  1129   0.124580E+04   0.149074E+02   0.938202E-01  -0.498192E+02
  1130   0.124568E+04   0.147858E+02   0.938353E-01  -0.489446E+02
  1131   0.124549E+04   0.146690E+02   0.938496E-01  -0.480659E+02
  1132   0.124521E+04   0.145566E+02   0.938629E-01  -0.471814E+02
  1133   0.124487E+04   0.144490E+02   0.938754E-01  -0.462937E+02
  1134   0.124443E+04   0.143460E+02   0.938868E-01  -0.454011E+02
  1135   0.124392E+04   0.142477E+02   0.938973E-01  -0.445059E+02
  1136   0.124332E+04   0.141541E+02   0.939069E-01  -0.436068E+02
  1137   0.124266E+04   0.140653E+02   0.939154E-01  -0.427060E+02
  1138   0.124190E+04   0.139811E+02   0.939230E-01  -0.418020E+02
  1139   0.124107E+04   0.139017E+02   0.939296E-01  -0.408971E+02
  1140   0.124015E+04   0.138270E+02   0.939352E-01  -0.399900E+02
  1141   0.123917E+04   0.137572E+02   0.939397E-01  -0.390826E+02
  1142   0.123809E+04   0.136920E+02   0.939432E-01  -0.381740E+02
  1143   0.123694E+04   0.136317E+02   0.939457E-01  -0.372658E+02
  1144   0.123571E+04   0.135761E+02   0.939471E-01  -0.363572E+02
  1145   0.123441E+04   0.135254E+02   0.939474E-01  -0.354500E+02
  1146   0.123301E+04   0.134793E+02   0.939467E-01  -0.345431E+02
  1147   0.123155E+04   0.134381E+02   0.939449E-01  -0.336385E+02
  1148   0.123001E+04   0.134016E+02   0.939420E-01  -0.327349E+02
  1149   0.122839E+04   0.133699E+02   0.939380E-01  -0.318343E+02
  1150   0.122669E+04   0.133430E+02   0.939329E-01  -0.309356E+02
  1151   0.122492E+04   0.133208E+02   0.939267E-01  -0.300407E+02
  1152   0.122307E+04   0.133032E+02   0.939194E-01  -0.291485E+02
  1153   0.122115E+04   0.132905E+02   0.939110E-01  -0.282608E+02
  1154   0.121914E+04   0.132824E+02   0.939014E-01  -0.273767E+02
  1155   0.121707E+04   0.132790E+02   0.938907E-01  -0.264976E+02
  1156   0.121492E+04   0.132802E+02   0.938789E-01  -0.256231E+02
  1157   0.121270E+04   0.132861E+02   0.938659E-01  -0.247543E+02
  1158   0.121041E+04   0.132966E+02   0.938518E-01  -0.238907E+02
  1159   0.120805E+04   0.133116E+02   0.938366E-01  -0.230336E+02
  1160   0.120561E+04   0.133312E+02   0.938202E-01  -0.221826E+02
  1161   0.120311E+04   0.133554E+02   0.938026E-01  -0.213386E+02
  1162   0.120053E+04   0.133840E+02   0.937840E-01  -0.205014E+02
  1163   0.119789E+04   0.134171E+02   0.937641E-01  -0.196720E+02
  1164   0.119519E+04   0.134546E+02   0.937431E-01  -0.188503E+02
  1165   0.119240E+04   0.134964E+02   0.937210E-01  -0.180365E+02
  1166   0.118957E+04   0.135427E+02   0.936977E-01  -0.172313E+02
  1167   0.118665E+04   0.135932E+02   0.936733E-01  -0.164349E+02
  1168   0.118369E+04   0.136479E+02   0.936478E-01  -0.156476E+02
  1169   0.118065E+04   0.137069E+02   0.936211E-01  -0.148697E+02
  1170   0.117756E+04   0.137701E+02   0.935932E-01  -0.141015E+02
  1171   0.117440E+04   0.138374E+02   0.935642E-01  -0.133434E+02
  1172   0.117119E+04   0.139087E+02   0.935341E-01  -0.125956E+02
  1173   0.116791E+04   0.139841E+02   0.935029E-01  -0.118586E+02
  1174   0.116458E+04   0.140635E+02   0.934705E-01  -0.111324E+02
  1175   0.116119E+04   0.141468E+02   0.934370E-01  -0.104175E+02
  1176   0.115775E+04   0.142339E+02   0.934024E-01  -0.971392E+01
  1177   0.115425E+04   0.143248E+02   0.933667E-01  -0.902233E+01
  1178   0.115070E+04   0.144196E+02   0.933299E-01  -0.834254E+01
  1179   0.114710E+04   0.145179E+02   0.932920E-01  -0.767529E+01
  1180   0.114345E+04   0.146200E+02   0.932529E-01  -0.702030E+01
  1181   0.113974E+04   0.147256E+02   0.932128E-01  -0.637839E+01
  1182   0.113600E+04   0.148347E+02   0.931716E-01  -0.574918E+01
  1183   0.113220E+04   0.149472E+02   0.931294E-01  -0.513357E+01
  1184   0.112837E+04   0.150631E+02   0.930860E-01  -0.453106E+01
  1185   0.112448E+04   0.151824E+02   0.930416E-01  -0.394263E+01
  1186   0.112056E+04   0.153049E+02   0.929962E-01  -0.336769E+01
  1187   0.111659E+04   0.154305E+02   0.929497E-01  -0.280728E+01
  1188   0.111258E+04   0.155593E+02   0.929021E-01  -0.226072E+01
  1189   0.110854E+04   0.156910E+02   0.928535E-01  -0.172910E+01
  1190   0.110446E+04   0.158258E+02   0.928040E-01  -0.121168E+01
  1191   0.110034E+04   0.159634E+02   0.927534E-01  -0.709586E+00
  1192   0.109619E+04   0.161039E+02   0.927018E-01  -0.222006E+00
  1193   0.109200E+04   0.162471E+02   0.926492E-01   0.249878E+00
  1194   0.108779E+04   0.163929E+02   0.925957E-01   0.706957E+00
  1195   0.108354E+04   0.165413E+02   0.925412E-01   0.114801E+01
  1196   0.107927E+04   0.166923E+02   0.924857E-01   0.157398E+01
  1197   0.107497E+04   0.168457E+02   0.924293E-01   0.198363E+01
  1198   0.107065E+04   0.170014E+02   0.923720E-01   0.237796E+01
  1199   0.106629E+04   0.171593E+02   0.923138E-01   0.275569E+01
  1200   0.106193E+04   0.173195E+02   0.922547E-01   0.311790E+01
  1201   0.105753E+04   0.174818E+02   0.921947E-01   0.346327E+01
  1202   0.105312E+04   0.176461E+02   0.921339E-01   0.379294E+01
  1203   0.104868E+04   0.178123E+02   0.920721E-01   0.410557E+01
  1204   0.104424E+04   0.179804E+02   0.920096E-01   0.440235E+01
  1205   0.103977E+04   0.181503E+02   0.919462E-01   0.468192E+01
  1206   0.103529E+04   0.183218E+02   0.918821E-01   0.494551E+01
  1207   0.103080E+04   0.184950E+02   0.918171E-01   0.519174E+01
  1208   0.102630E+04   0.186697E+02   0.917514E-01   0.542191E+01
  1209   0.102179E+04   0.188457E+02   0.916849E-01   0.563463E+01
  1210   0.101727E+04   0.190232E+02   0.916176E-01   0.583121E+01
  1211   0.101274E+04   0.192019E+02   0.915496E-01   0.601027E+01
  1212   0.100822E+04   0.193818E+02   0.914809E-01   0.617317E+01
  1213   0.100368E+04   0.195628E+02   0.914116E-01   0.631851E+01
  1214   0.999148E+03   0.197448E+02   0.913415E-01   0.644767E+01
  1215   0.994617E+03   0.199278E+02   0.912707E-01   0.656017E+01
  1216   0.990077E+03   0.201115E+02   0.911994E-01   0.665472E+01
  1217   0.985550E+03   0.202960E+02   0.911273E-01   0.673353E+01
  1218   0.981017E+03   0.204811E+02   0.910547E-01   0.679442E+01
  1219   0.976499E+03   0.206669E+02   0.909815E-01   0.683962E+01
  1220   0.971978E+03   0.208530E+02   0.909076E-01   0.686698E+01
