#    L    TT             EE             TE             PP             TP          
  1562   0.497476E+03   0.194673E+02   0.105397E+02   0.112015E+06   0.172519E+02
  1563   0.494362E+03   0.195864E+02   0.102837E+02   0.111870E+06   0.170850E+02
  1564   0.491273E+03   0.197036E+02   0.100172E+02   0.111724E+06   0.169161E+02
  1565   0.488220E+03   0.198195E+02   0.974240E+01   0.111579E+06   0.167481E+02
  1566   0.485193E+03   0.199335E+02   0.945756E+01   0.111434E+06   0.165778E+02
  1567   0.482202E+03   0.200461E+02   0.916458E+01   0.111289E+06   0.164081E+02
  1568   0.479240E+03   0.201567E+02   0.886196E+01   0.111144E+06   0.162362E+02
  1569   0.476314E+03   0.202657E+02   0.855152E+01   0.111000E+06   0.160697E+02
  1570   0.473418E+03   0.203726E+02   0.823179E+01   0.110856E+06   0.159074E+02
  1571   0.470559E+03   0.204779E+02   0.790459E+01   0.110712E+06   0.157477E+02
  1572   0.467731E+03   0.205810E+02   0.756846E+01   0.110569E+06   0.155872E+02
  1573   0.464941E+03   0.206824E+02   0.722509E+01   0.110425E+06   0.154273E+02
  1574   0.462184E+03   0.207815E+02   0.687338E+01   0.110282E+06   0.152662E+02
  1575   0.459465E+03   0.208788E+02   0.651466E+01   0.110140E+06   0.151056E+02
  1576   0.456780E+03   0.209738E+02   0.614801E+01   0.109997E+06   0.149434E+02
  1577   0.454134E+03   0.210669E+02   0.577469E+01   0.109855E+06   0.147814E+02
  1578   0.451522E+03   0.211575E+02   0.539384E+01   0.109713E+06   0.146180E+02
  1579   0.448950E+03   0.212462E+02   0.500668E+01   0.109571E+06   0.144550E+02
  1580   0.446414E+03   0.213324E+02   0.461239E+01   0.109430E+06   0.142915E+02
  1581   0.443918E+03   0.214166E+02   0.421216E+01   0.109288E+06   0.141373E+02
  1582   0.441459E+03   0.214982E+02   0.380522E+01   0.109147E+06   0.139824E+02
  1583   0.439039E+03   0.215776E+02   0.339270E+01   0.109006E+06   0.138298E+02
  1584   0.436658E+03   0.216545E+02   0.297389E+01   0.108866E+06   0.136764E+02
  1585   0.434317E+03   0.217291E+02   0.254989E+01   0.108726E+06   0.135237E+02
  1586   0.432015E+03   0.218011E+02   0.212003E+01   0.108586E+06   0.133700E+02
  1587   0.429753E+03   0.218709E+02   0.168534E+01   0.108446E+06   0.132167E+02
  1588   0.427531E+03   0.219379E+02   0.124523E+01   0.108306E+06   0.130619E+02
  1589   0.425350E+03   0.220026E+02   0.800686E+00   0.108167E+06   0.129075E+02
  1590   0.423208E+03   0.220645E+02   0.351162E+00   0.108028E+06   0.127522E+02
  1591   0.421109E+03   0.221240E+02  -0.102412E+00   0.107889E+06   0.125973E+02
  1592   0.419049E+03   0.221808E+02  -0.560519E+00   0.107750E+06   0.124486E+02
  1593   0.417031E+03   0.222351E+02  -0.102227E+01   0.107612E+06   0.123023E+02
  1594   0.415053E+03   0.222866E+02  -0.148812E+01   0.107474E+06   0.121577E+02
  1595   0.413118E+03   0.223356E+02  -0.195721E+01   0.107336E+06   0.120140E+02
  1596   0.411223E+03   0.223817E+02  -0.242995E+01   0.107198E+06   0.118699E+02
  1597   0.409371E+03   0.224254E+02  -0.290554E+01   0.107061E+06   0.117261E+02
  1598   0.407561E+03   0.224664E+02  -0.338385E+01   0.106924E+06   0.115825E+02
  1599   0.405791E+03   0.225042E+02  -0.386555E+01   0.106787E+06   0.114375E+02
  1600   0.404064E+03   0.225398E+02  -0.434908E+01   0.106650E+06   0.112936E+02
  1601   0.402377E+03   0.225721E+02  -0.483554E+01   0.106514E+06   0.111487E+02
  1602   0.400733E+03   0.226021E+02  -0.532345E+01   0.106378E+06   0.110050E+02
  1603   0.399130E+03   0.226289E+02  -0.581384E+01   0.106242E+06   0.108638E+02
  1604   0.397570E+03   0.226533E+02  -0.630528E+01   0.106106E+06   0.107277E+02
  1605   0.396050E+03   0.226745E+02  -0.679874E+01   0.105971E+06   0.105920E+02
  1606   0.394574E+03   0.226933E+02  -0.729287E+01   0.105835E+06   0.104584E+02
  1607   0.393137E+03   0.227088E+02  -0.778856E+01   0.105700E+06   0.103240E+02
  1608   0.391744E+03   0.227219E+02  -0.828454E+01   0.105566E+06   0.101904E+02
  1609   0.390390E+03   0.227318E+02  -0.878163E+01   0.105431E+06   0.100561E+02
  1610   0.389079E+03   0.227393E+02  -0.927862E+01   0.105297E+06   0.992239E+01
  1611   0.387808E+03   0.227435E+02  -0.977627E+01   0.105163E+06   0.978819E+01
  1612   0.386579E+03   0.227452E+02  -0.102735E+02   0.105029E+06   0.965501E+01
  1613   0.385390E+03   0.227438E+02  -0.107709E+02   0.104895E+06   0.952148E+01
  1614   0.384243E+03   0.227399E+02  -0.112674E+02   0.104762E+06   0.938995E+01
  1615   0.383135E+03   0.227327E+02  -0.117637E+02   0.104629E+06   0.926338E+01
  1616   0.382068E+03   0.227232E+02  -0.122588E+02   0.104496E+06   0.913848E+01
  1617   0.381041E+03   0.227104E+02  -0.127533E+02   0.104363E+06   0.901454E+01
  1618   0.380054E+03   0.226952E+02  -0.132462E+02   0.104231E+06   0.889140E+01
  1619   0.379106E+03   0.226768E+02  -0.137379E+02   0.104098E+06   0.876803E+01
  1620   0.378198E+03   0.226560E+02  -0.142278E+02   0.103966E+06   0.864543E+01
  1621   0.377329E+03   0.226320E+02  -0.147161E+02   0.103835E+06   0.852255E+01
  1622   0.376499E+03   0.226057E+02  -0.152021E+02   0.103703E+06   0.840090E+01
  1623   0.375707E+03   0.225761E+02  -0.156861E+02   0.103572E+06   0.827940E+01
  1624   0.374954E+03   0.225443E+02  -0.161675E+02   0.103441E+06   0.815921E+01
  1625   0.374238E+03   0.225092E+02  -0.166466E+02   0.103310E+06   0.803940E+01
  1626   0.373560E+03   0.224719E+02  -0.171227E+02   0.103179E+06   0.792447E+01
  1627   0.372919E+03   0.224314E+02  -0.175960E+02   0.103049E+06   0.781062E+01
  1628   0.372315E+03   0.223886E+02  -0.180660E+02   0.102918E+06   0.769879E+01
  1629   0.371747E+03   0.223428E+02  -0.185328E+02   0.102789E+06   0.758703E+01
  1630   0.371216E+03   0.222947E+02  -0.189960E+02   0.102659E+06   0.747596E+01
  1631   0.370720E+03   0.222435E+02  -0.194557E+02   0.102529E+06   0.736502E+01
  1632   0.370260E+03   0.221901E+02  -0.199114E+02   0.102400E+06   0.725482E+01
  1633   0.369834E+03   0.221338E+02  -0.203632E+02   0.102271E+06   0.714514E+01
  1634   0.369443E+03   0.220752E+02  -0.208107E+02   0.102142E+06   0.703662E+01
  1635   0.369085E+03   0.220137E+02  -0.212540E+02   0.102013E+06   0.692880E+01
  1636   0.368762E+03   0.219500E+02  -0.216927E+02   0.101885E+06   0.682213E+01
  1637   0.368471E+03   0.218835E+02  -0.221267E+02   0.101757E+06   0.671764E+01
  1638   0.368214E+03   0.218149E+02  -0.225559E+02   0.101629E+06   0.661585E+01
  1639   0.367988E+03   0.217434E+02  -0.229802E+02   0.101501E+06   0.651496E+01
  1640   0.367794E+03   0.216699E+02  -0.233993E+02   0.101374E+06   0.641507E+01
  1641   0.367631E+03   0.215936E+02  -0.238132E+02   0.101246E+06   0.631548E+01
  1642   0.367499E+03   0.215153E+02  -0.242216E+02   0.101119E+06   0.621670E+01
  1643   0.367397E+03   0.214344E+02  -0.246245E+02   0.100992E+06   0.611856E+01
  1644   0.367325E+03   0.213515E+02  -0.250217E+02   0.100866E+06   0.602147E+01
  1645   0.367282E+03   0.212660E+02  -0.254129E+02   0.100739E+06   0.592569E+01
  1646   0.367267E+03   0.211785E+02  -0.257983E+02   0.100613E+06   0.583109E+01
  1647   0.367280E+03   0.210886E+02  -0.261775E+02   0.100487E+06   0.573794E+01
  1648   0.367322E+03   0.209968E+02  -0.265506E+02   0.100361E+06   0.564599E+01
  1649   0.367389E+03   0.209026E+02  -0.269171E+02   0.100236E+06   0.555683E+01
  1650   0.367483E+03   0.208065E+02  -0.272773E+02   0.100110E+06   0.546837E+01
  1651   0.367603E+03   0.207082E+02  -0.276308E+02   0.999851E+05   0.538111E+01
  1652   0.367748E+03   0.206081E+02  -0.279777E+02   0.998602E+05   0.529442E+01
  1653   0.367917E+03   0.205057E+02  -0.283176E+02   0.997355E+05   0.520886E+01
  1654   0.368111E+03   0.204016E+02  -0.286507E+02   0.996110E+05   0.512414E+01
  1655   0.368328E+03   0.202954E+02  -0.289766E+02   0.994867E+05   0.504071E+01
  1656   0.368568E+03   0.201876E+02  -0.292956E+02   0.993626E+05   0.495842E+01
  1657   0.368830E+03   0.200777E+02  -0.296071E+02   0.992388E+05   0.487738E+01
  1658   0.369114E+03   0.199662E+02  -0.299114E+02   0.991151E+05   0.479756E+01
  1659   0.369419E+03   0.198532E+02  -0.302084E+02   0.989917E+05   0.471870E+01
  1660   0.369743E+03   0.197379E+02  -0.304976E+02   0.988684E+05   0.464183E+01
  1661   0.370088E+03   0.196215E+02  -0.307794E+02   0.987454E+05   0.456580E+01
  1662   0.370451E+03   0.195030E+02  -0.310532E+02   0.986226E+05   0.449079E+01
  1663   0.370834E+03   0.193833E+02  -0.313196E+02   0.985000E+05   0.441657E+01
  1664   0.371234E+03   0.192617E+02  -0.315779E+02   0.983776E+05   0.434338E+01
  1665   0.371651E+03   0.191391E+02  -0.318285E+02   0.982554E+05   0.427132E+01
  1666   0.372084E+03   0.190145E+02  -0.320709E+02   0.981335E+05   0.420057E+01
  1667   0.372535E+03   0.188890E+02  -0.323055E+02   0.980117E+05   0.413095E+01
  1668   0.372999E+03   0.187618E+02  -0.325317E+02   0.978901E+05   0.406288E+01
  1669   0.373479E+03   0.186337E+02  -0.327502E+02   0.977688E+05   0.399587E+01
  1670   0.373972E+03   0.185038E+02  -0.329600E+02   0.976477E+05   0.393038E+01
  1671   0.374480E+03   0.183732E+02  -0.331620E+02   0.975267E+05   0.386586E+01
  1672   0.374999E+03   0.182411E+02  -0.333553E+02   0.974060E+05   0.380257E+01
  1673   0.375531E+03   0.181082E+02  -0.335406E+02   0.972855E+05   0.374000E+01
  1674   0.376073E+03   0.179739E+02  -0.337172E+02   0.971651E+05   0.367868E+01
  1675   0.376627E+03   0.178389E+02  -0.338858E+02   0.970450E+05   0.361832E+01
  1676   0.377190E+03   0.177026E+02  -0.340455E+02   0.969251E+05   0.355979E+01
  1677   0.377764E+03   0.175658E+02  -0.341971E+02   0.968054E+05   0.350239E+01
  1678   0.378346E+03   0.174277E+02  -0.343399E+02   0.966859E+05   0.344674E+01
  1679   0.378936E+03   0.172891E+02  -0.344745E+02   0.965666E+05   0.339229E+01
  1680   0.379533E+03   0.171494E+02  -0.346002E+02   0.964475E+05   0.333899E+01
  1681   0.380138E+03   0.170094E+02  -0.347178E+02   0.963286E+05   0.328662E+01
  1682   0.380748E+03   0.168683E+02  -0.348263E+02   0.962099E+05   0.323540E+01
  1683   0.381365E+03   0.167270E+02  -0.349268E+02   0.960914E+05   0.318433E+01
  1684   0.381985E+03   0.165847E+02  -0.350182E+02   0.959731E+05   0.313481E+01
  1685   0.382611E+03   0.164422E+02  -0.351016E+02   0.958550E+05   0.308599E+01
  1686   0.383239E+03   0.162989E+02  -0.351759E+02   0.957371E+05   0.303882E+01
  1687   0.383872E+03   0.161556E+02  -0.352421E+02   0.956194E+05   0.299273E+01
  1688   0.384505E+03   0.160115E+02  -0.352993E+02   0.955019E+05   0.294813E+01
  1689   0.385142E+03   0.158674E+02  -0.353485E+02   0.953846E+05   0.290451E+01
  1690   0.385778E+03   0.157227E+02  -0.353887E+02   0.952675E+05   0.286249E+01
  1691   0.386417E+03   0.155781E+02  -0.354209E+02   0.951506E+05   0.282131E+01
  1692   0.387054E+03   0.154330E+02  -0.354441E+02   0.950339E+05   0.278159E+01
  1693   0.387692E+03   0.152880E+02  -0.354595E+02   0.949174E+05   0.274279E+01
  1694   0.388327E+03   0.151427E+02  -0.354659E+02   0.948011E+05   0.270401E+01
  1695   0.388961E+03   0.149976E+02  -0.354645E+02   0.946849E+05   0.266607E+01
  1696   0.389592E+03   0.148523E+02  -0.354543E+02   0.945690E+05   0.262946E+01
  1697   0.390221E+03   0.147073E+02  -0.354363E+02   0.944533E+05   0.259414E+01
  1698   0.390845E+03   0.145622E+02  -0.354095E+02   0.943378E+05   0.256071E+01
  1699   0.391466E+03   0.144174E+02  -0.353751E+02   0.942224E+05   0.252839E+01
  1700   0.392081E+03   0.142726E+02  -0.353321E+02   0.941073E+05   0.249780E+01
  1701   0.392692E+03   0.141283E+02  -0.352815E+02   0.939923E+05   0.246801E+01
  1702   0.393296E+03   0.139841E+02  -0.352223E+02   0.938776E+05   0.243977E+01
  1703   0.393894E+03   0.138405E+02  -0.351557E+02   0.937630E+05   0.241248E+01
  1704   0.394485E+03   0.136970E+02  -0.350808E+02   0.936487E+05   0.238671E+01
  1705   0.395069E+03   0.135542E+02  -0.349985E+02   0.935345E+05   0.236087E+01
  1706   0.395643E+03   0.134116E+02  -0.349079E+02   0.934205E+05   0.233558E+01
  1707   0.396211E+03   0.132698E+02  -0.348101E+02   0.933067E+05   0.231106E+01
  1708   0.396767E+03   0.131283E+02  -0.347042E+02   0.931931E+05   0.228821E+01
  1709   0.397316E+03   0.129877E+02  -0.345913E+02   0.930797E+05   0.226647E+01
  1710   0.397853E+03   0.128475E+02  -0.344705E+02   0.929665E+05   0.224645E+01
  1711   0.398381E+03   0.127083E+02  -0.343427E+02   0.928535E+05   0.222731E+01
  1712   0.398896E+03   0.125696E+02  -0.342072E+02   0.927406E+05   0.220969E+01
  1713   0.399402E+03   0.124318E+02  -0.340649E+02   0.926280E+05   0.219271E+01
  1714   0.399893E+03   0.122948E+02  -0.339151E+02   0.925155E+05   0.217744E+01
  1715   0.400374E+03   0.121587E+02  -0.337587E+02   0.924032E+05   0.216283E+01
  1716   0.400840E+03   0.120235E+02  -0.335950E+02   0.922911E+05   0.214941E+01
  1717   0.401295E+03   0.118893E+02  -0.334249E+02   0.921792E+05   0.213455E+01
  1718   0.401734E+03   0.117560E+02  -0.332477E+02   0.920675E+05   0.212155E+01
  1719   0.402160E+03   0.116239E+02  -0.330642E+02   0.919560E+05   0.210898E+01
  1720   0.402570E+03   0.114927E+02  -0.328739E+02   0.918447E+05   0.209852E+01
  1721   0.402967E+03   0.113628E+02  -0.326775E+02   0.917335E+05   0.208892E+01
  1722   0.403349E+03   0.112340E+02  -0.324750E+02   0.916226E+05   0.208051E+01
  1723   0.403712E+03   0.111063E+02  -0.322656E+02   0.915118E+05   0.207390E+01
  1724   0.404062E+03   0.109800E+02  -0.320509E+02   0.914012E+05   0.206789E+01
  1725   0.404392E+03   0.108547E+02  -0.318295E+02   0.912908E+05   0.206391E+01
  1726   0.404709E+03   0.107309E+02  -0.316030E+02   0.911805E+05   0.206065E+01
  1727   0.405005E+03   0.106083E+02  -0.313701E+02   0.910705E+05   0.205972E+01
  1728   0.405287E+03   0.104873E+02  -0.311322E+02   0.909606E+05   0.205618E+01
  1729   0.405547E+03   0.103675E+02  -0.308883E+02   0.908510E+05   0.205453E+01
  1730   0.405793E+03   0.102492E+02  -0.306396E+02   0.907415E+05   0.205291E+01
  1731   0.406017E+03   0.101323E+02  -0.303851E+02   0.906321E+05   0.205319E+01
  1732   0.406225E+03   0.100171E+02  -0.301262E+02   0.905230E+05   0.205420E+01
  1733   0.406410E+03   0.990320E+01  -0.298616E+02   0.904141E+05   0.205712E+01
  1734   0.406580E+03   0.979105E+01  -0.295928E+02   0.903053E+05   0.206052E+01
  1735   0.406727E+03   0.968033E+01  -0.293188E+02   0.901967E+05   0.206576E+01
  1736   0.406856E+03   0.957137E+01  -0.290407E+02   0.900883E+05   0.207166E+01
  1737   0.406963E+03   0.946393E+01  -0.287576E+02   0.899801E+05   0.207962E+01
  1738   0.407052E+03   0.935829E+01  -0.284709E+02   0.898720E+05   0.208839E+01
  1739   0.407118E+03   0.925422E+01  -0.281793E+02   0.897642E+05   0.209684E+01
  1740   0.407165E+03   0.915201E+01  -0.278844E+02   0.896565E+05   0.210416E+01
  1741   0.407189E+03   0.905142E+01  -0.275849E+02   0.895490E+05   0.211283E+01
  1742   0.407194E+03   0.895273E+01  -0.272823E+02   0.894416E+05   0.212167E+01
  1743   0.407176E+03   0.885571E+01  -0.269756E+02   0.893345E+05   0.213226E+01
  1744   0.407138E+03   0.876063E+01  -0.266659E+02   0.892275E+05   0.214337E+01
  1745   0.407076E+03   0.866728E+01  -0.263524E+02   0.891207E+05   0.215638E+01
  1746   0.406995E+03   0.857590E+01  -0.260362E+02   0.890141E+05   0.217016E+01
  1747   0.406889E+03   0.848630E+01  -0.257165E+02   0.889076E+05   0.218595E+01
  1748   0.406764E+03   0.839870E+01  -0.253943E+02   0.888013E+05   0.220275E+01
  1749   0.406614E+03   0.831292E+01  -0.250690E+02   0.886952E+05   0.222171E+01
  1750   0.406444E+03   0.822917E+01  -0.247415E+02   0.885893E+05   0.224040E+01
  1751   0.406249E+03   0.814729E+01  -0.244112E+02   0.884836E+05   0.225729E+01
  1752   0.406035E+03   0.806746E+01  -0.240790E+02   0.883780E+05   0.227472E+01
  1753   0.405795E+03   0.798953E+01  -0.237441E+02   0.882726E+05   0.229285E+01
  1754   0.405535E+03   0.791368E+01  -0.234077E+02   0.881674E+05   0.231174E+01
  1755   0.405250E+03   0.783976E+01  -0.230690E+02   0.880623E+05   0.233237E+01
  1756   0.404945E+03   0.776794E+01  -0.227290E+02   0.879575E+05   0.235376E+01
  1757   0.404614E+03   0.769809E+01  -0.223870E+02   0.878527E+05   0.237708E+01
  1758   0.404264E+03   0.763035E+01  -0.220440E+02   0.877482E+05   0.240139E+01
  1759   0.403888E+03   0.756460E+01  -0.216994E+02   0.876439E+05   0.242769E+01
  1760   0.403492E+03   0.750098E+01  -0.213539E+02   0.875397E+05   0.245495E+01
  1761   0.403070E+03   0.743937E+01  -0.210071E+02   0.874356E+05   0.248400E+01
  1762   0.402628E+03   0.737990E+01  -0.206598E+02   0.873318E+05   0.250903E+01
  1763   0.402161E+03   0.732246E+01  -0.203115E+02   0.872281E+05   0.253510E+01
  1764   0.401674E+03   0.726717E+01  -0.199630E+02   0.871246E+05   0.256056E+01
  1765   0.401162E+03   0.721392E+01  -0.196137E+02   0.870213E+05   0.258738E+01
  1766   0.400630E+03   0.716282E+01  -0.192644E+02   0.869181E+05   0.261486E+01
  1767   0.400073E+03   0.711378E+01  -0.189148E+02   0.868151E+05   0.264403E+01
  1768   0.399496E+03   0.706689E+01  -0.185654E+02   0.867123E+05   0.267417E+01
  1769   0.398894E+03   0.702206E+01  -0.182159E+02   0.866096E+05   0.270613E+01
  1770   0.398273E+03   0.697938E+01  -0.178670E+02   0.865071E+05   0.273910E+01
  1771   0.397627E+03   0.693877E+01  -0.175183E+02   0.864048E+05   0.277389E+01
  1772   0.396962E+03   0.690030E+01  -0.171704E+02   0.863026E+05   0.280958E+01
  1773   0.396273E+03   0.686390E+01  -0.168230E+02   0.862006E+05   0.284347E+01
  1774   0.395564E+03   0.682964E+01  -0.164767E+02   0.860988E+05   0.287589E+01
  1775   0.394832E+03   0.679743E+01  -0.161312E+02   0.859971E+05   0.290893E+01
  1776   0.394081E+03   0.676736E+01  -0.157870E+02   0.858957E+05   0.294203E+01
  1777   0.393306E+03   0.673934E+01  -0.154438E+02   0.857943E+05   0.297667E+01
  1778   0.392513E+03   0.671343E+01  -0.151023E+02   0.856932E+05   0.301224E+01
  1779   0.391696E+03   0.668957E+01  -0.147621E+02   0.855922E+05   0.304945E+01
  1780   0.390862E+03   0.666781E+01  -0.144238E+02   0.854913E+05   0.308784E+01
  1781   0.390005E+03   0.664808E+01  -0.140870E+02   0.853907E+05   0.312803E+01
  1782   0.389130E+03   0.663042E+01  -0.137524E+02   0.852901E+05   0.316922E+01
  1783   0.388232E+03   0.661478E+01  -0.134196E+02   0.851898E+05   0.321191E+01
  1784   0.387318E+03   0.660119E+01  -0.130892E+02   0.850896E+05   0.325371E+01
  1785   0.386381E+03   0.658960E+01  -0.127609E+02   0.849896E+05   0.329268E+01
  1786   0.385427E+03   0.658002E+01  -0.124352E+02   0.848897E+05   0.333175E+01
  1787   0.384456E+03   0.657245E+01  -0.121121E+02   0.847900E+05   0.337055E+01
  1788   0.383462E+03   0.656684E+01  -0.117914E+02   0.846905E+05   0.341113E+01
  1789   0.382453E+03   0.656321E+01  -0.114737E+02   0.845911E+05   0.345221E+01
  1790   0.381422E+03   0.656151E+01  -0.111587E+02   0.844919E+05   0.349527E+01
  1791   0.380377E+03   0.656177E+01  -0.108469E+02   0.843929E+05   0.353906E+01
  1792   0.379311E+03   0.656392E+01  -0.105380E+02   0.842940E+05   0.358457E+01
  1793   0.378231E+03   0.656799E+01  -0.102325E+02   0.841953E+05   0.363058E+01
  1794   0.377130E+03   0.657393E+01  -0.993022E+01   0.840967E+05   0.367806E+01
  1795   0.376017E+03   0.658174E+01  -0.963149E+01   0.839983E+05   0.372586E+01
  1796   0.374883E+03   0.659139E+01  -0.933621E+01   0.839000E+05   0.376949E+01
  1797   0.373737E+03   0.660287E+01  -0.904467E+01   0.838019E+05   0.381328E+01
  1798   0.372572E+03   0.661615E+01  -0.875679E+01   0.837040E+05   0.385742E+01
